,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
2069,0.84100,-15.46726,-0.19086,2.51053,5.56639,GMMs and Accordions,2.18307,-2.34288,-75.82047,5.99559,-20.10744,True
2070,-3.43718,-15.52775,0.07435,7.52296,-5.39268,Bayesian Inference,-3.82729,13.17273,-74.65471,5.19577,-20.18608,False
2071,-16.69479,-15.51685,0.44397,22.62280,5.97372,Bayesian Inference,-5.57951,-3.02469,-74.74198,8.35441,-20.17191,False
2072,-23.85081,-15.42618,0.45019,-6.14263,3.13042,GMMs and Accordions,-7.46665,17.78932,-76.68635,7.20719,-20.05404,False
2073,-11.95126,-15.44317,0.13486,20.55067,-1.39395,Bayesian Inference,27.46707,4.16984,-73.56523,5.60009,-20.07612,False
2074,-25.46537,-15.39401,0.42487,5.64037,-2.21645,Bayesian Inference,3.45655,-27.21462,-78.00550,8.22321,-20.01221,False
2075,-18.16131,-15.37408,0.16213,-0.10721,0.42026,GMMs and Accordions,-13.85136,-17.75690,-71.78165,7.23872,-19.98631,False
2076,-6.12451,-15.51456,0.12424,-4.92673,2.42026,GMMs and Accordions,3.36203,4.09400,-76.28085,9.55763,-20.16893,False
2077,-38.76023,-15.38981,0.81089,-2.51536,-0.05730,GMMs and Accordions,-2.81801,3.04119,-77.14533,4.56765,-20.00675,False
2078,-17.35537,-15.44137,0.29155,14.84268,-4.57400,Bayesian Inference,12.72638,12.06112,-73.77629,8.61572,-20.07378,False
2079,-6.97652,-15.39965,-0.11238,5.06513,-2.13274,Bayesian Inference,-0.11973,24.60680,-76.35367,7.51771,-20.01955,False
2080,-35.14180,-15.38681,0.69638,8.84781,1.81920,Bayesian Inference,-5.18307,15.78180,-76.44637,11.58874,-20.00285,False
2081,3.57749,-15.53900,-0.10872,-0.80237,-4.11001,Bayesian Inference,-3.57512,-31.28729,-76.08063,8.10134,-20.20070,True
2082,-38.68316,-15.41619,0.86874,16.38719,-3.44150,Bayesian Inference,2.13082,-6.44013,-78.75539,8.06021,-20.04105,False
2083,-23.31687,-15.41073,0.39908,5.96141,7.32870,Bayesian Inference,-3.50574,6.75026,-78.52080,8.98341,-20.03395,False
2084,-30.49339,-15.50170,0.82000,8.37256,-4.84105,Bayesian Inference,-6.79243,-13.89790,-74.07385,7.60366,-20.15221,False
2085,-32.39057,-15.40373,0.65309,16.93302,5.87889,Bayesian Inference,-3.75920,-37.03823,-75.21415,8.42271,-20.02485,False
2086,-26.58456,-15.36588,0.39405,10.55818,2.85825,Bayesian Inference,-18.41474,30.58512,-78.25539,6.69701,-19.97564,False
2087,8.37663,-15.49161,-0.35955,19.07349,-9.44886,GMMs and Accordions,15.49692,-32.98695,-77.08591,9.34456,-20.13910,True
2088,-3.22363,-15.41537,-0.18820,16.68410,4.05657,Bayesian Inference,-0.83900,-0.92484,-74.92600,7.95074,-20.03998,False
2089,-15.12263,-15.43445,0.20934,25.99525,-8.81338,Bayesian Inference,0.65507,1.75067,-77.60063,6.43398,-20.06479,False
2090,-43.17332,-15.35964,0.87342,23.66610,5.67212,Bayesian Inference,2.24248,-4.37064,-76.40539,7.95227,-19.96753,False
2091,-14.53458,-15.48301,0.30254,-5.71075,1.75440,GMMs and Accordions,7.18113,17.01050,-76.90035,9.31353,-20.12791,False
2092,-33.37949,-15.33712,0.53066,24.73147,3.34121,Bayesian Inference,-5.29652,-0.45046,-78.37801,7.43999,-19.93825,False
2093,-12.96516,-15.45676,0.19601,0.24551,3.39289,Bayesian Inference,25.36446,70.23318,-77.11191,7.61345,-20.09379,False
2094,-23.95346,-15.46224,0.53545,8.99477,-0.90410,Bayesian Inference,9.03934,-18.52879,-81.11276,7.74643,-20.10092,False
2095,-29.46208,-15.42660,0.61809,8.68130,-7.97512,Bayesian Inference,7.67361,-30.57871,-79.77374,7.11980,-20.05457,False
2096,3.04136,-15.40904,-0.38905,14.93757,10.05141,GMMs and Accordions,12.79490,-21.28724,-79.34339,7.49209,-20.03175,True
2097,-5.49638,-15.45483,-0.03062,21.81797,6.95114,Bayesian Inference,-25.67631,-42.87229,-77.45218,8.95447,-20.09128,False
2098,-35.90727,-15.36045,0.65906,0.92352,-4.90236,Bayesian Inference,-2.63134,7.07132,-75.68587,9.83959,-19.96858,False
2099,-34.30506,-15.44346,0.80064,18.78032,-5.24467,Bayesian Inference,-1.30782,-1.45622,-77.73028,7.58928,-20.07650,False
2100,-25.23013,-15.45312,0.55263,28.18719,5.26973,Bayesian Inference,4.16066,-4.71843,-79.98854,9.24010,-20.08905,False
2101,-3.86489,-15.44976,-0.09072,17.01823,-4.86711,Bayesian Inference,0.23472,0.89066,-77.34366,10.17248,-20.08469,False
2102,-12.51262,-15.36941,-0.01661,-0.11025,1.40669,GMMs and Accordions,6.16555,40.36099,-76.15938,7.32693,-19.98023,False
2103,-1.35721,-15.42693,-0.21740,38.49319,1.43361,Bayesian Inference,10.90082,-26.01359,-78.37781,7.81806,-20.05500,False
2104,-14.58891,-15.39882,0.11222,21.77870,-2.69850,Bayesian Inference,-12.76504,-28.61364,-76.24645,8.78608,-20.01846,False
2105,-5.88905,-15.49873,0.08113,4.61571,-8.99090,Bayesian Inference,-6.64452,-30.69469,-76.78536,8.37119,-20.14835,False
2106,3.40000,-15.56118,-0.05287,13.15260,-4.08061,GMMs and Accordions,15.13593,-0.15794,-75.33327,5.17300,-20.22954,True
2107,-20.64066,-15.35656,0.19595,9.03563,-4.15164,Bayesian Inference,2.42413,-10.09507,-79.61195,7.91616,-19.96353,False
2108,-0.06521,-15.55836,0.04379,10.22646,-2.14383,Bayesian Inference,-14.29121,44.59347,-76.55374,5.71035,-20.22586,False
2109,-18.28048,-15.38314,0.18632,11.06087,-3.47922,Bayesian Inference,0.91042,-22.82563,-80.62065,7.72258,-19.99808,False
2110,-10.21316,-15.38965,-0.03887,6.84990,-4.20184,Bayesian Inference,8.39618,3.34467,-75.42532,8.90177,-20.00655,False
2111,4.54621,-15.46049,-0.31653,-4.66990,2.77065,Bayesian Inference,6.68038,1.96156,-76.34467,7.71919,-20.09864,True
2112,1.25640,-15.56060,0.00959,1.71771,0.62079,GMMs and Accordions,7.15907,-37.50337,-74.91079,5.68188,-20.22878,True
2113,-28.99120,-15.34613,0.42064,9.88934,1.85915,Bayesian Inference,-10.77813,-40.00970,-75.46024,10.68038,-19.94997,False
2114,-10.67428,-15.42178,0.04809,14.83934,-3.84567,Bayesian Inference,-22.75955,-45.71958,-78.36610,8.35027,-20.04831,False
2115,-5.25136,-15.37508,-0.21973,9.88030,-4.44997,Bayesian Inference,0.57935,19.19192,-74.88913,5.80685,-19.98760,False
2116,-18.99571,-15.41637,0.28336,-3.10996,-1.12437,GMMs and Accordions,-1.44638,-12.16017,-79.90759,8.68217,-20.04128,False
2117,-35.32667,-15.33604,0.58614,12.25181,-5.58542,Bayesian Inference,-3.21805,9.11079,-78.08473,9.31829,-19.93685,False
2118,-39.63372,-15.35689,0.76182,15.85868,-1.55119,Bayesian Inference,8.14992,31.56413,-76.45256,8.90689,-19.96395,False
2119,-16.70064,-15.36115,0.08919,-2.26891,-4.51410,GMMs and Accordions,12.16961,-38.26767,-78.24196,9.62189,-19.96950,False
2120,-17.33281,-15.39030,0.17445,-0.62052,-4.31976,GMMs and Accordions,-0.35105,-10.12941,-77.43731,9.30224,-20.00739,False
2121,-32.63383,-15.41664,0.68977,18.18617,-2.08673,Bayesian Inference,8.36804,-6.77486,-73.61288,9.41304,-20.04163,False
2122,-9.36070,-15.42064,0.00640,14.01634,-4.36090,Bayesian Inference,31.42789,57.77190,-73.24191,6.07421,-20.04683,False
2123,5.79625,-15.44617,-0.38637,7.61873,0.19089,GMMs and Accordions,-5.55697,-0.30273,-78.46392,7.20964,-20.08003,True
2124,11.11286,-15.50431,-0.41202,19.61545,-5.91052,GMMs and Accordions,-5.99753,16.06352,-77.78003,6.58355,-20.15561,True
2125,-4.25643,-15.47356,-0.02482,22.97709,8.36797,Bayesian Inference,-12.14531,21.67069,-79.78915,7.08657,-20.11563,False
2126,-32.76099,-15.38367,0.61840,21.06620,-1.29807,Bayesian Inference,-19.23866,-18.44606,-75.09164,7.25716,-19.99878,False
2127,-0.61323,-15.36346,-0.38422,23.81563,0.31121,Bayesian Inference,5.85787,-11.18600,-78.75061,7.07494,-19.97250,False
2128,-0.26573,-15.53815,0.00369,18.20306,-6.81953,Bayesian Inference,-0.85419,14.28501,-73.78002,8.73018,-20.19960,False
2129,-27.04304,-15.39190,0.46701,-13.31102,-6.35256,GMMs and Accordions,-21.38332,35.86939,-79.97097,7.64504,-20.00947,False
2130,-32.20174,-15.43894,0.72775,11.74807,-3.61165,Bayesian Inference,2.63451,17.72315,-76.64717,7.37571,-20.07062,False
2131,11.11405,-15.50314,-0.41473,13.90901,-4.15358,GMMs and Accordions,-1.41275,-6.72813,-80.63239,7.85474,-20.15408,True
2132,6.31489,-15.59254,-0.06811,11.33263,-6.41427,GMMs and Accordions,-4.58543,-6.59914,-73.98271,5.87204,-20.27030,True
2133,13.31655,-15.37716,-0.76746,17.91584,1.93880,GMMs and Accordions,-12.93263,22.27242,-77.80426,9.02891,-19.99031,True
2134,-40.07330,-15.35722,0.77565,7.63559,-6.81406,Bayesian Inference,-11.58925,13.96314,-78.10324,6.57901,-19.96438,False
2135,4.01646,-15.46824,-0.28310,21.43190,1.62769,GMMs and Accordions,-10.45101,6.90864,-78.28220,7.49798,-20.10872,True
2136,-13.39980,-15.45812,0.21204,-7.92321,2.06661,GMMs and Accordions,6.02894,7.83653,-73.22067,9.07064,-20.09556,False
2137,15.18449,-15.39222,-0.78870,-0.96746,-8.90738,Bayesian Inference,-1.39264,-0.73049,-79.57093,9.09403,-20.00989,True
2138,-27.16208,-15.41519,0.52366,8.89129,8.53730,Bayesian Inference,3.69272,3.67553,-74.91023,9.49596,-20.03975,False
2139,-13.68771,-15.39037,0.06616,4.01473,-0.36221,Bayesian Inference,-4.34456,8.30123,-79.45207,8.64610,-20.00749,False
2140,-21.85778,-15.48415,0.52303,31.66615,0.58726,Bayesian Inference,3.09741,-6.32746,-76.17925,5.89878,-20.12939,False
2141,9.31095,-15.60603,-0.12651,6.82828,-3.70400,GMMs and Accordions,-18.55430,3.73312,-73.55822,6.89353,-20.28784,True
2142,-24.14885,-15.43118,0.47044,9.59372,2.15073,Bayesian Inference,-22.34163,-44.11572,-78.13516,9.30446,-20.06053,False
2143,-12.11812,-15.50168,0.27322,11.46931,-1.25611,Bayesian Inference,-3.58870,10.00738,-74.26446,8.30645,-20.15219,False
2144,6.82807,-15.45699,-0.39241,19.02120,-5.12581,GMMs and Accordions,-8.81066,18.37883,-77.51105,8.59823,-20.09409,True
2145,10.33554,-15.44059,-0.53416,2.63101,-12.88546,GMMs and Accordions,-0.84928,-17.94419,-77.87463,8.92125,-20.07277,True
2146,13.52324,-15.50066,-0.49206,22.20916,6.04352,GMMs and Accordions,16.84776,-29.69364,-77.44996,6.70543,-20.15086,True
2147,-25.95203,-15.39053,0.43144,19.38678,4.60773,Bayesian Inference,-0.98751,26.01988,-72.99888,6.84145,-20.00769,False
2148,-34.45801,-15.38349,0.66847,12.46781,-14.07682,Bayesian Inference,-10.65674,18.33711,-76.41644,7.65637,-19.99854,False
2149,-7.45264,-15.47155,0.06570,14.25833,0.85870,Bayesian Inference,-7.43305,16.93384,-74.44953,7.37662,-20.11302,False
2150,-27.62266,-15.40349,0.51068,8.83458,1.26838,Bayesian Inference,9.25573,2.31010,-75.16634,10.05388,-20.02453,False
2151,8.30938,-15.46565,-0.41675,11.77494,-0.80889,GMMs and Accordions,0.38029,-5.31475,-79.67109,8.30487,-20.10534,True
2152,3.14178,-15.40874,-0.39273,-9.74196,-4.49010,Bayesian Inference,9.53695,-14.85216,-76.02391,5.94210,-20.03136,True
2153,-31.21265,-15.45331,0.73109,4.01287,3.25625,Bayesian Inference,-17.76565,18.79280,-75.62354,7.50077,-20.08931,False
2154,-25.90109,-15.44663,0.55782,9.95134,-2.38717,Bayesian Inference,10.68741,-8.87151,-76.26950,9.82910,-20.08062,False
2155,-29.40149,-15.36333,0.47206,0.16019,-8.16943,Bayesian Inference,-9.88287,11.74137,-80.10146,9.80534,-19.97233,False
2156,-35.93451,-15.39622,0.74142,12.12282,-2.22823,Bayesian Inference,-14.81059,22.25172,-78.78020,7.17450,-20.01508,False
2157,-21.03340,-15.49430,0.52165,12.74715,-0.24988,Bayesian Inference,-3.83441,13.26960,-76.98342,7.06600,-20.14259,False
2158,8.59542,-15.50471,-0.33620,-0.09235,-3.75964,Bayesian Inference,15.68839,-25.97302,-78.84599,6.98638,-20.15613,True
2159,-17.30902,-15.35418,0.09140,11.38500,1.04851,Bayesian Inference,0.04219,5.25434,-78.20872,7.33074,-19.96044,False
2160,-28.90976,-15.35164,0.43078,3.00028,3.56471,Bayesian Inference,5.61706,-29.41394,-77.48859,8.07158,-19.95713,False
2161,-14.02766,-15.39219,0.08042,4.45730,-0.69050,Bayesian Inference,-1.69838,8.38781,-73.95990,8.91632,-20.00985,False
2162,-35.06480,-15.42091,0.77184,1.00839,-2.52790,Bayesian Inference,-39.53394,-7.15059,-79.02092,5.67362,-20.04719,False
2163,-34.42421,-15.43379,0.78214,12.88926,-1.85344,Bayesian Inference,-3.14543,22.58266,-80.99763,7.07140,-20.06393,False
2164,-12.77048,-15.37962,0.01436,14.19823,-6.79248,Bayesian Inference,-13.81885,-4.86450,-75.47687,6.18904,-19.99351,False
2165,-31.78809,-15.34563,0.50273,6.57330,-4.44453,Bayesian Inference,4.46173,18.85131,-71.76676,6.61567,-19.94932,False
2166,-37.17844,-15.38511,0.75312,10.73144,3.98616,Bayesian Inference,5.17825,-1.05504,-78.93200,8.96365,-20.00065,False
2167,-5.30955,-15.44878,-0.04998,-1.54607,5.88750,GMMs and Accordions,10.13680,-11.41233,-72.17206,9.21504,-20.08341,False
2168,8.34391,-15.43360,-0.49083,8.27745,-0.95097,GMMs and Accordions,0.98724,-18.57480,-77.81078,9.58642,-20.06369,True
2169,-3.42076,-15.44146,-0.12287,17.42513,14.76753,Bayesian Inference,-6.16784,10.80584,-76.84467,5.96689,-20.07389,False
2170,-4.54352,-15.50566,0.05690,5.29885,-6.65905,Bayesian Inference,-2.55268,-13.88188,-74.52659,5.97264,-20.15736,False
2171,-36.52890,-15.41675,0.80591,-1.07003,3.24940,GMMs and Accordions,-13.50342,15.08913,-80.16533,7.37598,-20.04177,False
2172,8.32468,-15.42015,-0.52093,6.14040,8.76711,GMMs and Accordions,-4.81452,7.95949,-76.56401,6.58232,-20.04620,True
2173,-19.66256,-15.47918,0.44640,13.39224,-0.93809,Bayesian Inference,2.99689,-6.78128,-72.16643,9.29864,-20.12294,False
2174,-30.34928,-15.37693,0.53126,4.90946,-6.71436,Bayesian Inference,5.33292,-23.39784,-78.45809,8.07290,-19.99001,False
2175,-4.63028,-15.51919,0.09034,18.07767,-3.58343,Bayesian Inference,-14.20256,26.35495,-71.98777,4.85324,-20.17495,False
2176,-28.84153,-15.36999,0.47057,22.97954,-3.33744,Bayesian Inference,6.03926,-23.03310,-77.37402,9.57109,-19.98098,False
2177,-31.85104,-15.45199,0.74706,16.71395,4.66188,Bayesian Inference,1.28619,0.67856,-79.05504,8.64323,-20.08758,False
2178,-31.91045,-15.35374,0.52484,-4.09901,2.24430,GMMs and Accordions,-8.34990,15.59154,-78.35242,6.90099,-19.95986,False
2179,-28.80143,-15.50162,0.76947,29.14497,4.52945,Bayesian Inference,-7.89754,-17.14547,-77.73967,6.97663,-20.15210,False
2180,-35.80606,-15.33454,0.59698,1.11717,-4.61379,Bayesian Inference,6.77632,-0.94647,-79.01128,9.47166,-19.93490,False
2181,4.14147,-15.56569,-0.06466,5.47300,1.44403,GMMs and Accordions,-13.25256,8.18637,-76.26036,5.09999,-20.23540,True
2182,-27.27153,-15.36679,0.41656,11.93169,-1.84736,Bayesian Inference,8.00932,-0.46987,-78.23844,8.77958,-19.97682,False
2183,-37.46630,-15.43094,0.86616,7.76771,2.92692,Bayesian Inference,9.84838,-15.82485,-79.14081,8.60628,-20.06022,False
2184,-32.72718,-15.34446,0.52799,20.17648,-7.89836,Bayesian Inference,3.62402,3.38834,-74.68657,5.40460,-19.94780,False
2185,-8.03966,-15.43335,-0.00392,27.74000,0.94550,Bayesian Inference,-6.36164,-24.81262,-76.66826,7.00782,-20.06335,False
2186,4.19094,-15.49430,-0.22888,22.05855,-11.05702,GMMs and Accordions,0.90169,-8.35928,-77.80212,8.67447,-20.14259,True
2187,-15.09872,-15.45430,0.25388,7.05443,-2.04173,Bayesian Inference,-5.83676,8.50943,-78.90516,6.93472,-20.09059,False
2188,-4.06962,-15.51100,0.05497,14.79286,6.14184,Bayesian Inference,3.10470,9.74384,-71.96181,8.82943,-20.16430,False
2189,-27.29200,-15.34936,0.37745,4.90327,6.01375,Bayesian Inference,-8.57480,-28.08966,-77.09748,8.81439,-19.95417,False
2190,-19.47574,-15.36260,0.17506,7.66782,10.15984,Bayesian Inference,-16.27187,2.43402,-76.93687,9.01935,-19.97138,False
2191,-20.46526,-15.43465,0.36876,28.98288,4.80750,Bayesian Inference,1.06441,11.59591,-76.70015,8.63008,-20.06505,False
2192,14.12170,-15.45192,-0.62098,7.42492,-3.46602,GMMs and Accordions,-0.28361,-3.91966,-78.50833,9.46064,-20.08750,True
2193,-18.06023,-15.47112,0.38034,29.50131,3.16347,Bayesian Inference,-20.00212,29.54563,-79.94167,7.67417,-20.11246,False
2194,-4.86954,-15.44462,-0.07255,19.89990,9.29667,Bayesian Inference,-6.73928,9.23598,-77.12393,9.31362,-20.07801,False
2195,-31.51896,-15.36394,0.53645,2.62928,-0.84576,Bayesian Inference,-1.79235,0.47408,-79.07656,8.44650,-19.97312,False
2196,-18.85037,-15.42639,0.30187,-6.54766,-2.96693,GMMs and Accordions,-6.38925,12.69456,-77.51944,7.99112,-20.05430,False
2197,10.40503,-15.43289,-0.55378,18.50121,7.07615,GMMs and Accordions,-4.26091,-2.12286,-78.46159,9.42716,-20.06276,True
2198,-20.35558,-15.41071,0.31093,0.59578,0.16692,Bayesian Inference,-9.17610,15.18154,-77.28207,7.78183,-20.03393,False
2199,-42.00958,-15.36304,0.84655,32.33744,6.93764,Bayesian Inference,-18.63094,-13.32234,-77.24556,8.11377,-19.97195,False
2200,-36.69490,-15.34512,0.64756,4.52465,-0.87368,Bayesian Inference,-11.23578,-5.62487,-76.60641,8.34624,-19.94866,False
2201,-8.32094,-15.38299,-0.11036,23.64165,6.80530,Bayesian Inference,2.24438,-11.27843,-77.68660,8.17123,-19.99789,False
2202,-5.32239,-15.46377,-0.01543,18.60368,-2.33852,Bayesian Inference,-0.53421,13.83003,-76.70171,9.12519,-20.10290,False
2203,-18.82466,-15.35709,0.14313,22.39202,1.63925,Bayesian Inference,1.01922,1.22585,-76.98834,10.11856,-19.96422,False
2204,-19.09392,-15.41251,0.27749,9.66644,-2.55843,Bayesian Inference,-20.77286,-20.48314,-76.72338,7.62427,-20.03627,False
2205,-30.24799,-15.35737,0.48365,22.40021,-2.87628,Bayesian Inference,-1.83696,6.97696,-77.99969,6.94924,-19.96458,False
2206,-33.55904,-15.36254,0.59395,2.78261,2.02998,Bayesian Inference,-0.61167,-23.47626,-75.99356,11.73700,-19.97130,False
2207,-33.90472,-15.42612,0.74918,6.63144,-0.26634,Bayesian Inference,3.14610,5.79728,-79.55504,8.24620,-20.05395,False
2208,7.28216,-15.38347,-0.57353,-2.82534,-0.28829,Bayesian Inference,10.06416,-33.37068,-77.07115,8.90951,-19.99851,True
2209,-33.79490,-15.38242,0.64630,25.10186,-1.29626,Bayesian Inference,0.59963,-9.74162,-79.46336,9.82602,-19.99714,False
2210,-25.18622,-15.37776,0.37954,3.18067,5.80399,Bayesian Inference,-3.75143,-10.84487,-77.72963,7.00108,-19.99109,False
2211,-12.73899,-15.50135,0.29093,15.94563,0.68858,Bayesian Inference,-5.20067,-15.04366,-73.21718,6.21224,-20.15175,False
2212,-13.63371,-15.38587,0.05429,6.70628,2.00643,Bayesian Inference,12.30171,4.38218,-78.29731,9.44137,-20.00163,False
2213,0.95491,-15.37527,-0.40396,16.79183,4.18677,GMMs and Accordions,1.14876,-4.66394,-79.20964,7.38365,-19.98785,True
2214,-30.98555,-15.33916,0.46408,-11.83123,1.24964,GMMs and Accordions,-11.40942,-37.66441,-75.91056,6.78748,-19.94091,False
2215,-11.34561,-15.50252,0.25214,15.55632,2.16729,Bayesian Inference,4.91949,-2.09049,-74.32424,8.60593,-20.15328,False
2216,-17.57310,-15.44529,0.30696,4.62057,1.82230,Bayesian Inference,11.75019,-20.08237,-76.96422,12.21788,-20.07888,False
2217,1.94492,-15.41951,-0.33256,15.10874,-4.80016,GMMs and Accordions,4.07958,-15.50228,-76.90526,7.13381,-20.04536,True
2218,-33.24041,-15.40117,0.67254,21.18635,-5.61758,Bayesian Inference,4.86698,-5.14083,-74.13069,7.90923,-20.02152,False
2219,-36.00599,-15.38650,0.72139,15.51217,1.89727,Bayesian Inference,7.57625,-0.07340,-72.50663,8.39365,-20.00245,False
2220,-8.41588,-15.47303,0.09772,19.39987,4.15105,Bayesian Inference,-23.25069,20.74615,-74.73897,4.59375,-20.11493,False
2221,-20.14786,-15.35068,0.16789,16.95497,-1.63373,Bayesian Inference,-2.35324,11.56358,-77.20844,8.57630,-19.95589,False
2222,-33.10355,-15.35554,0.56446,9.81288,2.51982,Bayesian Inference,-12.66446,16.63878,-77.18167,7.23509,-19.96221,False
2223,-19.08286,-15.39088,0.22784,19.22072,3.51071,Bayesian Inference,-1.17369,-32.30719,-76.74064,9.85012,-20.00815,False
2224,-8.84027,-15.44880,0.05513,-1.22695,-3.91621,GMMs and Accordions,-6.65342,5.55145,-74.35117,6.34046,-20.08344,False
2225,16.72730,-15.41158,-0.79047,29.16971,-1.29889,GMMs and Accordions,-10.22219,44.32288,-77.96191,9.02959,-20.03506,True
2226,-20.49301,-15.46681,0.44291,-2.19025,-3.61856,GMMs and Accordions,-11.53721,22.21671,-73.63470,8.44848,-20.10686,False
2227,-10.50366,-15.46751,0.14727,16.07523,3.34163,Bayesian Inference,-1.65424,-10.15540,-77.78866,8.24011,-20.10777,False
2228,-12.85878,-15.38173,0.02178,-11.51107,-4.05801,GMMs and Accordions,-12.75200,29.06115,-78.62905,7.11756,-19.99625,False
2229,-40.92170,-15.35464,0.79503,-5.04654,-2.55004,GMMs and Accordions,-4.83146,-6.15113,-75.78920,6.87053,-19.96103,False
2230,-9.13078,-15.39544,-0.05788,-8.01530,0.73495,GMMs and Accordions,4.97439,-33.12468,-77.26671,7.78285,-20.01407,False
2231,7.68688,-15.53583,-0.23822,4.70118,4.59801,GMMs and Accordions,-4.92264,-0.50614,-76.36546,7.00611,-20.19658,True
2232,12.59566,-15.39199,-0.71221,31.00990,2.69498,GMMs and Accordions,1.84201,-8.72884,-79.61143,8.31559,-20.00958,True
2233,-2.06924,-15.50220,-0.02461,2.08004,6.11844,Bayesian Inference,-6.49340,26.77830,-79.28492,6.51237,-20.15286,False
2234,11.32613,-15.39126,-0.67609,8.25992,0.57143,GMMs and Accordions,1.98024,-6.80808,-78.10636,8.18126,-20.00864,True
2235,-40.65364,-15.35034,0.77725,13.73894,-0.25774,Bayesian Inference,8.69872,3.99108,-76.92873,8.05055,-19.95545,False
2236,-30.93908,-15.35893,0.50778,15.07081,-3.69108,Bayesian Inference,14.32531,-29.21616,-77.82016,6.09574,-19.96661,False
2237,-2.15933,-15.39676,-0.26231,18.02195,9.92474,Bayesian Inference,-9.25694,13.88213,-73.95099,4.86125,-20.01578,False
2238,-8.13047,-15.45932,0.05798,11.13417,4.78829,Bayesian Inference,4.19197,-17.20799,-75.13795,10.34311,-20.09711,False
2239,-13.84025,-15.45214,0.21152,23.33165,-2.62505,Bayesian Inference,5.54896,7.79416,-75.05372,6.27770,-20.08779,False
2240,-29.10653,-15.34072,0.41174,17.17237,3.59913,Bayesian Inference,6.73586,-22.72730,-78.52217,6.52437,-19.94294,False
2241,-19.01841,-15.35144,0.13602,-7.48669,-0.50623,GMMs and Accordions,17.64265,5.22270,-75.17180,6.24550,-19.95688,False
2242,-5.76190,-15.43936,-0.05800,21.46755,-4.32859,Bayesian Inference,5.29544,-24.22551,-79.83502,8.73892,-20.07116,False
2243,1.52826,-15.51682,-0.09831,-4.09461,-1.97773,Bayesian Inference,5.90586,-36.21538,-78.79392,7.93947,-20.17187,True
2244,-11.62527,-15.44558,0.13065,15.98409,-14.77144,Bayesian Inference,-2.71677,-5.78845,-73.41207,9.16573,-20.07925,False
2245,-1.96797,-15.44777,-0.15171,4.01954,-3.63679,Bayesian Inference,1.19144,-16.94593,-78.92756,8.35908,-20.08210,False
2246,-1.45076,-15.42222,-0.22535,1.31106,1.12211,Bayesian Inference,-9.13588,16.08619,-78.53198,6.61476,-20.04888,False
2247,-8.67893,-15.51230,0.19508,20.70268,5.10736,Bayesian Inference,17.18054,26.55649,-74.63538,8.24002,-20.16599,False
2248,-20.11208,-15.35564,0.17812,20.67504,-1.42753,Bayesian Inference,-4.72346,8.56695,-78.13471,8.82776,-19.96233,False
2249,-36.10343,-15.37949,0.70832,32.68780,4.37163,Bayesian Inference,1.53866,1.19399,-75.62876,6.25251,-19.99334,False
2250,-1.95767,-15.52050,0.01379,-5.63969,1.00185,GMMs and Accordions,3.46517,6.70010,-76.62145,6.42817,-20.17665,False
2251,-28.48928,-15.40163,0.53224,17.92511,0.64716,Bayesian Inference,-9.19952,26.30291,-77.48423,7.95606,-20.02212,False
2252,0.36198,-15.43023,-0.26102,5.31337,2.43134,GMMs and Accordions,-11.96331,28.96410,-76.07267,7.23441,-20.05930,True
2253,-3.12974,-15.46464,-0.07868,25.06913,-3.04742,Bayesian Inference,33.87519,37.26043,-75.92230,7.96359,-20.10403,False
2254,13.06575,-15.46301,-0.56428,10.76101,7.15759,GMMs and Accordions,-6.09395,6.06946,-75.82105,7.52409,-20.10191,True
2255,-14.11490,-15.37765,0.04987,1.82313,-6.06216,Bayesian Inference,8.95998,-15.85136,-76.98064,8.30535,-19.99095,False
2256,-20.30716,-15.49553,0.50284,11.08611,4.65420,Bayesian Inference,-1.64520,25.98648,-77.22269,7.54237,-20.14419,False
2257,-29.80194,-15.38899,0.54246,12.56320,1.95557,Bayesian Inference,-2.89505,6.01248,-76.46130,6.75514,-20.00568,False
2258,-23.40590,-15.39428,0.36423,20.54140,-9.29540,Bayesian Inference,16.38724,-15.55480,-79.45671,9.50912,-20.01257,False
2259,-1.47384,-15.57132,0.11525,14.43766,-3.59945,Bayesian Inference,-1.55347,29.05144,-72.06001,4.15106,-20.24272,False
2260,-7.07424,-15.41545,-0.07345,4.86237,2.55102,Bayesian Inference,2.23583,-2.32483,-79.03393,8.17962,-20.04009,False
2261,-9.26066,-15.44677,0.06300,5.33796,0.64453,Bayesian Inference,6.21073,-8.37685,-75.40735,6.33375,-20.08080,False
2262,-30.79276,-15.41481,0.63082,15.56044,3.53415,Bayesian Inference,3.95702,23.62659,-76.68035,9.49866,-20.03925,False
2263,2.86798,-15.45838,-0.27141,24.63231,-0.29838,GMMs and Accordions,-14.65137,32.09432,-78.63083,8.63492,-20.09589,True
2264,-0.04727,-15.36690,-0.39323,29.86850,5.77351,Bayesian Inference,-3.51959,5.49160,-78.82663,7.60546,-19.97697,False
2265,-11.57518,-15.37559,-0.03041,26.98349,-1.76448,Bayesian Inference,-5.42445,-17.57287,-77.73317,8.28155,-19.98826,False
2266,6.88041,-15.59078,-0.08896,5.42663,-4.87023,GMMs and Accordions,-16.97072,62.12651,-74.90064,6.11450,-20.26801,True
2267,-15.67408,-15.38436,0.11155,4.72809,-2.49091,Bayesian Inference,-0.15238,-5.30722,-77.30735,9.23878,-19.99967,False
