,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
187,Atsuto,-9.18386,-15.36441,-0.12705,5.48225,7.45960,Bayesian Inference,0.78326,15.43964,-72.95103,9.28215,-19.97373,False
188,Jorg,-26.42578,-15.41891,0.51023,18.53025,-7.08214,Bayesian Inference,3.82829,-4.90514,-78.25153,8.77252,-20.04458,False
189,Shoogee,-2.55121,-15.54642,0.09055,38.45999,3.29069,Bayesian Interference,19.04235,-41.68853,-75.66250,6.67193,-20.21035,False
190,Atsuto,-29.64307,-15.42034,0.60921,12.48937,1.62451,Bayesian Inference,8.23728,7.78924,-71.66521,8.30098,-20.04644,False
191,Atsuto,-23.24379,-15.43062,0.44225,7.69637,0.79378,Bayesian Inference,-8.46112,24.93571,-79.13060,10.11099,-20.05981,False
192,Jorg,-12.62498,-15.43908,0.14558,18.75839,-0.25821,Bayesian Inference,15.73196,-6.11787,-71.89618,5.46471,-20.07081,False
193,Jorg,-16.04272,-15.38628,0.12689,5.74093,-3.67838,Bayesian Inference,-4.48976,15.45267,-75.66505,6.40538,-20.00216,False
194,Bob,13.42329,-15.43648,-0.63541,7.57495,-6.33826,GMMs and Accordions,9.26145,-2.05643,-79.98283,8.44107,-20.06742,True
195,Bob,-10.78004,-15.43530,0.08206,8.33813,0.31488,Bayesian Inference,-15.09601,32.35971,-76.10291,7.09935,-20.06589,False
196,Jorg,-32.86740,-15.41207,0.68630,-0.09615,3.79810,GMMs and Accordions,-3.15107,10.56908,-76.54357,10.80240,-20.03569,False
197,Jorg,-40.94587,-15.36028,0.80860,-1.41646,-2.90135,GMMs and Accordions,2.12308,-9.33822,-75.78710,11.36712,-19.96836,False
198,Shoogee,0.50586,-15.54580,-0.00183,31.33895,-1.14756,GMMs and Accordions,-3.42706,1.15601,-74.75335,6.13138,-20.20954,True
199,Jorg,-9.64348,-15.42561,0.02615,25.41575,-6.04927,Bayesian Inference,20.44719,11.49944,-75.96779,6.64151,-20.05329,False
200,Bob,11.63102,-15.45522,-0.53936,21.13175,4.34206,GMMs and Accordions,3.95302,-5.42120,-77.65041,7.79413,-20.09178,True
201,Atsuto,-1.06939,-15.49894,-0.06179,18.03113,-2.38582,Bayesian Inference,2.37860,28.71579,-73.30859,9.61364,-20.14862,False
202,Atsuto,-28.32300,-15.51047,0.77541,-4.51484,-8.80412,GMMs and Accordions,-3.10906,-18.73845,-75.61029,5.51979,-20.16361,False
203,Jorg,-0.43238,-15.38707,-0.33579,32.16823,-2.31069,Bayesian Inference,-17.77788,-10.17417,-76.72821,8.92361,-20.00319,False
204,Bob,-27.95733,-15.35027,0.39931,11.19204,7.98377,Bayesian Inference,-17.49572,35.80564,-79.61099,7.56631,-19.95535,False
205,Jorg,-35.43079,-15.37290,0.67327,15.84567,-2.12620,Bayesian Inference,7.38575,-3.83522,-78.04420,7.50815,-19.98477,False
206,Bob,-7.58732,-15.44628,0.01211,-0.09317,-3.75618,GMMs and Accordions,-7.72560,15.91296,-79.85585,8.20641,-20.08017,False
207,Atsuto,-16.00369,-15.48855,0.35889,1.22567,3.43067,Bayesian Inference,-7.76415,20.01110,-77.32712,8.16160,-20.13512,False
208,Bob,-31.88415,-15.40054,0.63076,-0.66472,0.36997,GMMs and Accordions,-8.23596,12.57084,-79.82956,7.10059,-20.02070,Flase
209,Atsuto,-10.47868,-15.52233,0.27150,17.40190,3.27549,Bayesian Inference,0.00319,6.64966,-72.97865,8.42275,-20.17903,False
210,Shoogee,-7.04089,-15.49008,0.09570,12.50913,1.42433,Bayesian Inference,8.67009,18.58003,-74.25538,6.02742,-20.13711,False
211,Atsuto,-38.65473,-15.39951,0.82985,21.30542,-6.23488,Bayesian Inference,5.19937,-16.49987,-78.09600,9.16290,-20.01936,False
212,Jorg,-31.58646,-15.34983,0.50629,26.46493,7.33685,Bayesian Inference,-17.60995,4.52787,-77.00514,11.02008,-19.95478,False
213,Bob,5.36554,-15.44767,-0.37013,18.33362,2.53809,GMMs and Accordions,4.90596,-8.57074,-78.41727,7.82005,-20.08198,True
214,Atsuto,-30.47179,-15.39354,0.57277,10.67211,-8.36881,Bayesian Inference,-7.29090,22.60583,-74.95937,7.95824,-20.01160,False
215,Atsuto,-30.58895,-15.46415,0.73724,6.15752,3.61260,Bayesian Inference,10.83181,-1.74338,-79.25878,9.64430,-20.10340,False
216,Bob,-11.07656,-15.47759,0.18729,25.33407,-0.92235,Bayesian Inference,9.95966,-15.60930,-80.47994,7.71300,-20.12086,False
217,Bob,-35.50606,-15.34703,0.61655,0.01139,0.46717,Bayesian Inference,-5.38956,23.11189,-76.09259,8.59946,-19.95114,False
218,Jorg,-30.06547,-15.36510,0.49586,-7.85242,2.04562,GMMs and Accordions,6.30354,16.39368,-71.34907,5.67566,-19.97464,False
219,Atsuto,-1.42755,-15.49229,-0.06630,9.48575,7.24838,Bayesian Inference,7.50629,-5.18808,-77.85053,7.08594,-20.13997,False
220,Atsuto,-32.14235,-15.47482,0.80779,23.56143,-2.78184,Bayesian Inference,0.37973,-24.94237,-74.48501,7.97206,-20.11727,False
221,Shoogee,-4.20405,-15.49517,0.02289,18.64640,-6.59033,Bayesian Inference,-12.96987,35.99899,-74.65289,4.10334,-20.14372,False
222,Atsuto,-19.46226,-15.45620,0.38805,8.90619,6.41883,Bayesian Inference,4.12573,5.22060,-72.53523,7.40278,-20.09306,False
223,Atsuto,-32.90450,-15.47237,0.82488,6.17984,-4.68939,Bayesian Inference,-5.10878,-16.10568,-79.36150,9.83218,-20.11409,False
224,Bob,-1.22331,-15.47629,-0.10884,4.16137,10.11302,Bayesian Inference,17.94376,-27.39984,-74.27659,6.55223,-20.11918,False
225,Atsuto,-38.77886,-15.39012,0.81216,27.38415,6.81294,Bayesian Inference,-6.55460,-32.01874,-75.01602,10.20980,-20.00716,False
226,Jorg,-37.61662,-15.41456,0.83329,-0.40337,-0.03068,GMMs and Accordions,-33.18559,-50.11701,-74.30286,7.86391,-20.03893,False
227,Atsuto,-14.26957,-15.43272,0.18000,-6.76061,-0.22949,GMMs and Accordions,-6.60498,-5.64603,-76.41561,8.01045,-20.06253,False
228,Atsuto,-28.83646,-15.45771,0.67041,33.35799,-4.81024,Bayesian Inference,2.34982,15.61695,-78.19951,7.27514,-20.09502,False
229,Atsuto,-41.02184,-15.34272,0.77083,26.66233,3.14185,Bayesian Inference,-20.74681,19.20447,-74.43222,9.05598,-19.94554,False
230,Atsuto,-40.43754,-15.39117,0.86390,20.24634,5.72369,Bayesian Inference,7.73319,6.95078,-78.82083,7.87842,-20.00852,False
231,Shoogee,-3.31899,-15.49256,-0.00941,11.77972,-3.93691,Bayesian Inference,-0.34402,-39.43317,-74.54580,4.58095,-20.14032,False
232,Bob,14.86928,-15.48677,-0.56377,-5.49736,7.59615,Bayesian Inference,-4.08772,14.15282,-74.10606,7.68478,-20.13281,True
233,Bob,-25.49574,-15.46680,0.59174,-7.01111,-2.14131,GMMs and Accordions,-9.23611,3.12236,-80.50774,8.95450,-20.10685,False
234,Bob,-42.64552,-15.36600,0.87220,21.48089,-3.25427,Bayesian Inference,-12.14726,22.01492,-77.19922,6.32108,-19.97579,False
235,Jorg,-27.52263,-15.38811,0.47265,-0.12212,-4.76326,GMMs and Accordions,-0.13623,-14.54048,-75.67212,8.04883,-20.00454,False
236,Jorg,-20.07138,-15.36438,0.19683,-1.27879,-9.23665,GMMs and Accordions,7.03135,14.07928,-76.34834,7.75006,-19.97369,False
237,Bob,18.81753,-15.47794,-0.70138,9.64352,8.35486,GMMs and Accordions,10.16911,-22.25976,-77.43124,10.19613,-20.12133,True
238,Shoogee,-3.39429,-15.47244,-0.05303,3.23555,-2.94521,Bayesian Inference,-4.69790,-13.24455,-75.84982,6.95792,-20.11417,False
239,Bob,-40.29689,-15.33173,0.72420,13.20572,6.45788,Bayesian Inference,20.25871,-60.55551,-77.04154,7.05670,-19.93125,False
240,Bob,1.24830,-15.43563,-0.27509,7.54323,4.70593,GMMs and Accordions,-0.35490,-6.09385,-77.76324,7.90654,-20.06631,True
241,Bob,-11.55412,-15.37733,-0.02706,9.37033,-1.17193,Bayesian Inference,-8.92424,17.52322,-76.59152,6.22347,-19.99053,False
242,Jorg,-10.66839,-15.36312,-0.08582,22.49195,-3.62280,Bayesian Inference,-8.70203,-39.11406,-73.93260,6.87737,-19.97205,False
243,Atsuto,-38.46374,-15.36538,0.74637,-1.27599,0.83100,GMMs and Accordions,-7.10827,1.02957,-70.78392,9.20983,-19.97499,False
244,Bob,18.07578,-15.46934,-0.69893,7.75245,13.43098,GMMs and Accordions,22.01835,-36.46510,-77.10321,7.57149,-20.11014,True
245,Jorg,-18.57399,-15.41669,0.27154,12.14179,1.13767,Bayesian Inference,-29.11573,20.85542,-76.26520,10.75408,-20.04170,False
246,Atsuto,-32.34278,-15.47816,0.82137,8.93142,-2.46107,Bayesian Inference,-0.35710,6.21743,-79.47082,8.12072,-20.12161,False
247,Bob,-15.47604,-15.45938,0.27669,8.21638,-3.98391,Bayesian Inference,10.33229,-15.02447,-77.32133,7.41576,-20.09720,False
248,Jorg,-11.68184,-15.44270,0.12576,2.42508,-2.61584,Bayesian Inference,-2.46532,12.07235,-75.34003,7.64776,-20.07551,False
249,Shoogee,-3.88852,-15.48065,-0.01960,6.84853,6.59077,Bayesian Inference,15.47652,39.08605,-73.45098,5.74938,-20.12485,False
250,Bob,1.71657,-15.39896,-0.37261,13.88193,-2.12775,GMMs and Accordions,13.48662,-30.11494,-78.40051,7.52115,-20.01865,True
251,Bob,-32.94513,-15.37928,0.61385,22.30032,0.63040,Bayesian Inference,-3.98840,5.10357,-79.83356,8.02223,-19.99306,False
252,Bob,-0.97102,-15.40013,-0.28997,-9.55976,-1.45545,GMMs and Accordions,1.59161,-5.13715,-77.01226,9.62991,-20.02017,False
253,Jorg,-8.21175,-15.40789,-0.05684,21.50204,-2.62837,Bayesian Inference,-18.08505,-72.04793,-76.04959,9.95133,-20.03026,False
254,Bob,2.63111,-15.43251,-0.32334,8.40085,7.56954,GMMs and Accordions,1.04049,13.05355,-77.46133,7.63320,-20.06226,True
255,Jorg,-15.00435,-15.37781,0.07669,11.74106,13.71333,Bayesian Inference,15.50887,80.92004,-77.30154,9.20996,-19.99115,False
256,Jorg,-9.82137,-15.41162,-0.00044,26.87074,5.74974,Bayesian Inference,4.76457,-4.65481,-78.43102,10.16168,-20.03511,False
257,Bob,-30.90027,-15.40898,0.62071,20.70754,-5.27777,Bayesian Inference,10.17624,-27.97057,-78.53623,8.68033,-20.03167,False
Þarf sás þér skal hvarfa
þengill fyr kné lengi
(svarar hógliga hverju)
hugborð (konungr orði);
fáir erum vér, né frýju,
frændr, órum þó vændir,
(minnumk meir á annat
mitt starf) konungdjarfir.
258,Bob,-9.23755,-15.46885,0.11266,15.80744,10.37039,Bayesian Inference,10.08150,-18.92108,-80.47003,8.34867,-20.10951,False
259,Jorg,-13.26560,-15.37947,0.02873,10.71273,-8.63237,Bayesian Inference,-4.78700,17.80684,-77.55101,10.22571,-19.99331,False
260,Shoogee,-8.40844,-15.48075,0.11510,-0.49543,-9.87246,GMMs and Accordions,-0.41058,5.66497,-74.24032,5.64409,-20.12497,False
261,Atsuto,-7.14617,-15.38296,-0.14539,22.44276,-0.67757,Bayesian Inference,-8.23601,11.17301,-73.23962,6.69280,-19.99784,False
262,Bob,13.47745,-15.43286,-0.64526,7.98896,-0.22688,GMMs and Accordions,11.86911,-38.90927,-78.01613,10.00745,-20.06272,True
263,Atsuto,-29.80046,-15.38038,0.52279,-5.45911,0.39269,GMMs and Accordions,5.01285,10.55375,-78.21827,8.41893,-19.99449,False
264,Atsuto,-32.37695,-15.42649,0.70458,19.84267,-14.42508,Bayesian Inference,-8.49197,19.12454,-77.24541,6.15282,-20.05443,False
265,Bob,4.26057,-15.42548,-0.38784,20.61701,5.28260,GMMs and Accordions,-19.00790,37.08749,-78.56683,9.06842,-20.05313,True
266,Jorg,-2.32262,-15.38219,-0.29066,15.27694,-3.79803,Bayesian Inference,-12.71694,-18.17420,-72.73557,6.14171,-19.99685,False
267,Shoogee,-1.62269,-15.52473,0.01348,-3.35395,-3.71952,GMMs and Accordions,-7.20069,33.28341,-74.59675,5.69712,-20.18215,False
268,Shoogee,-3.64939,-15.49051,-0.00424,3.55991,0.57986,Bayesian Inference,4.58168,9.31907,-73.83924,5.27598,-20.13766,False
269,Atsuto,-6.06848,-15.37027,-0.20638,18.56534,0.27553,Bayesian Inference,-3.57446,15.72393,-77.87955,8.69581,-19.98135,False
270,Atsuto,-26.40540,-15.48988,0.67141,-19.41048,-6.09314,GMMs and Accordions,-2.75413,-19.78067,-78.48699,6.79258,-20.13684,False
271,Bob,-40.16841,-15.39288,0.85978,3.25046,-0.13370,Bayesian Inference,1.16921,-13.06448,-78.50316,7.75601,-20.01074,False
272,Bob,-9.71699,-15.43873,0.05826,10.63665,2.20889,Bayesian Inference,3.98298,-16.86427,-75.80114,8.23255,-20.07036,False
273,Jorg,-4.47578,-15.39775,-0.19111,21.47498,-9.95745,Bayesian Inference,-11.80988,19.03196,-78.11136,8.33836,-20.01708,False
274,Atsuto,1.24471,-15.47718,-0.18025,-7.36248,-0.48427,Bayesian Inference,4.39425,-5.99408,-75.52826,6.09735,-20.12033,True
275,Bob,-25.82805,-15.36755,0.37535,4.40222,0.49627,Bayesian Inference,-1.81752,6.96526,-77.68659,7.82709,-19.97781,False
276,Atsuto,-9.78783,-15.36003,-0.11905,19.45563,-1.39846,Bayesian Inference,-0.37134,15.01022,-79.11651,7.00695,-19.96804,False
277,Bob,17.64906,-15.47600,-0.67104,33.93652,7.09807,GMMs and Accordions,2.66464,-7.61924,-76.04218,7.70887,-20.11880,True
278,Shoogee,1.97202,-15.58380,0.04118,23.41964,7.72827,GMMs and Accordions,-0.41609,-2.55185,-73.98371,6.41504,-20.25894,True
279,Bob,-22.18260,-15.45533,0.46700,14.46552,4.17912,Bayesian Inference,19.54252,-40.75652,-79.05659,8.09270,-20.09193,False
280,Bob,-22.13166,-15.45752,0.47047,-2.32142,-2.22051,GMMs and Accordions,-17.09697,28.34943,-78.34472,8.70446,-20.09477,False
281,Jorg,-41.73399,-15.33381,0.77171,3.83346,-3.77803,Bayesian Inference,13.43081,-2.20315,-73.83551,7.47134,-19.93396,False
282,Bob,1.21504,-15.38074,-0.39923,-3.02384,-6.59661,Bayesian Inference,2.76254,-4.63911,-77.85850,6.18416,-19.99496,True
283,Bob,-33.86386,-15.36382,0.60595,5.60165,1.75718,Bayesian Inference,-18.14765,33.68799,-78.96760,7.06339,-19.97296,False
284,Atsuto,-27.59077,-15.42433,0.55724,16.79336,2.47798,Bayesian Inference,-11.06084,-10.55595,-79.09808,9.35181,-20.05162,False
285,Bob,-5.21764,-15.36543,-0.24274,12.63674,-0.23698,Bayesian Inference,1.08690,-4.95834,-77.86547,5.98829,-19.97506,False
286,Jorg,-3.80499,-15.45311,-0.08488,-5.66383,-5.33222,GMMs and Accordions,-14.88800,-76.58270,-76.58348,9.95137,-20.08904,False
287,Shoogee,-0.24544,-15.58335,0.10612,19.32060,-0.21480,Bayesian Inference,-9.43447,-17.77604,-75.76792,4.84659,-20.25835,False
288,Bob,-8.68467,-15.41259,-0.03206,-5.46332,3.80094,GMMs and Accordions,12.48107,-12.46733,-81.44408,9.16351,-20.03637,False
289,Bob,-26.98032,-15.36231,0.39769,11.34922,-17.94749,Bayesian Inference,4.94840,-33.14611,-79.36205,8.62460,-19.97100,False
290,Bob,-28.28061,-15.44870,0.63333,16.45378,0.47191,Bayesian Inference,5.05117,-24.21572,-77.55468,6.86237,-20.08331,False
291,Bob,9.30132,-15.46633,-0.44470,14.25052,-12.83223,GMMs and Accordions,-15.18578,32.73308,-78.84305,6.58752,-20.10623,True
292,Bob,-7.10063,-15.45706,0.02220,-8.42356,-5.02510,GMMs and Accordions,5.86204,-16.17885,-77.86246,6.92048,-20.09418,False
293,Atsuto,-16.14830,-15.44643,0.26717,22.80047,-3.94518,Bayesian Inference,-2.74601,23.48551,-78.54836,9.04841,-20.08036,False
294,Bob,15.91947,-15.43430,-0.71465,7.18411,7.70659,GMMs and Accordions,-8.12538,9.13074,-76.49717,6.89560,-20.06459,True
295,Jorg,-8.02850,-15.41052,-0.05630,-1.25424,-2.81770,GMMs and Accordions,-7.89439,30.23063,-75.38578,7.36339,-20.03367,False
296,Bob,-32.41363,-15.42376,0.69944,8.58051,2.76417,Bayesian Inference,-16.19055,19.48602,-77.70369,7.38415,-20.05088,False
297,Bob,-8.06501,-15.37170,-0.14373,27.14991,-2.88361,Bayesian Inference,-0.13333,3.72548,-78.32991,9.27751,-19.98320,False
298,Jorg,-29.46208,-15.41773,0.59788,13.40437,-5.96206,Bayesian Inference,-0.21092,30.42299,-77.48429,10.20004,-20.04305,False
299,Atsuto,-7.98627,-15.41255,-0.05293,13.56683,-6.68884,Bayesian Inference,-0.35985,-7.40680,-78.98746,7.30577,-20.03632,False
300,Atsuto,-2.69632,-15.43487,-0.15945,29.56326,5.13228,Bayesian Inference,-7.75459,3.75165,-77.67881,7.66473,-20.06533,False
301,Bob,-2.01641,-15.39905,-0.26134,1.36261,-3.50801,Bayesian Inference,7.04778,-20.44792,-79.33876,8.77014,-20.01876,False
302,Jorg,-33.45683,-15.42152,0.72539,17.87243,2.99580,Bayesian Inference,-14.42820,-46.13729,-75.81414,7.95554,-20.04798,False
303,Bob,6.73210,-15.46327,-0.37525,18.74666,-1.46649,GMMs and Accordions,5.33177,-20.68812,-78.52699,5.77122,-20.10225,True
304,Atsuto,-37.51280,-15.38014,0.75173,31.85679,-9.56868,Bayesian Inference,6.14220,4.27374,-75.75461,7.27803,-19.99418,False
305,Atsuto,-12.31160,-15.43082,0.11741,10.94767,-4.00813,Bayesian Inference,-10.56881,19.64181,-73.69623,7.38789,-20.06006,False
306,Jorg,-23.93984,-15.44557,0.49703,6.50100,-1.84479,Bayesian Inference,15.54046,48.00548,-77.15236,6.48600,-20.07924,False
307,Bob,-3.72916,-15.36679,-0.28391,21.57259,1.33294,Bayesian Inference,1.49810,-10.25196,-76.68411,5.51896,-19.97683,False
308,Atsuto,-28.96048,-15.43074,0.61262,-6.74588,-6.67212,GMMs and Accordions,-9.48290,21.20515,-72.63552,6.61039,-20.05996,False
309,Bob,21.65630,-15.50600,-0.72189,7.61509,-0.10751,GMMs and Accordions,-9.42829,22.08506,-78.23558,6.26345,-20.15779,True
310,Bob,14.20205,-15.38347,-0.77943,27.16970,4.10395,GMMs and Accordions,18.71705,-53.87165,-78.05387,6.62697,-19.99851,True
311,Bob,6.52796,-15.48953,-0.30929,19.11999,3.61167,GMMs and Accordions,6.76035,4.16951,-78.71702,4.88091,-20.13639,True
312,Shoogee,-0.63824,-15.56410,0.07393,14.19436,8.06048,Bayesian Inference,-6.29157,11.18965,-77.09998,9.63404,-20.23333,False
313,Bob,-12.74489,-15.43497,0.13977,17.28527,5.43370,Bayesian Inference,-10.00558,8.79673,-77.31951,7.63894,-20.06546,False
314,Atsuto,-12.02523,-15.35371,-0.06690,-3.20838,-7.34221,GMMs and Accordions,-4.09263,-21.23573,-75.94886,6.65974,-19.95982,False
315,Jorg,4.53163,-15.46410,-0.30788,0.72486,-4.52033,GMMs and Accordions,1.62654,2.23965,-75.55928,10.29135,-20.10333,True
316,Bob,-21.07225,-15.39195,0.28947,6.94412,-2.12345,Bayesian Interference,-2.47444,4.22615,-76.34865,6.35781,-20.00953,False
317,Jorg,-8.86443,-15.37153,-0.12032,12.96865,5.20803,Bayesian Inference,13.87154,11.39643,-76.19168,8.91542,-19.98299,False
318,Jorg,-26.50498,-15.37103,0.40343,27.41244,13.74241,Bayesian Inference,15.17726,-14.30735,-75.14638,9.85059,-19.98234,False
319,Atsuto,-29.16866,-15.49743,0.77084,5.56895,1.49676,Bayesian Inference,7.04421,21.21091,-77.09328,7.75829,-20.14666,False
320,Bob,-20.48093,-15.47526,0.46180,17.74361,-3.46663,Bayesian Inference,4.96277,-5.35646,-76.49051,6.90423,-20.11784,False
321,Atsuto,-11.36867,-15.50201,0.25165,3.86195,5.55646,Bayesian Inference,9.36371,19.66385,-74.36008,6.26943,-20.15261,False
322,Atsuto,-19.32725,-15.38912,0.23110,8.92698,-8.70653,Bayesian Inference,-3.83781,21.47305,-78.08173,8.25111,-20.00585,False
323,Jorg,-15.37964,-15.39735,0.13240,-3.24096,-4.81036,GMMs and Accordions,11.60325,36.50752,-79.12143,8.66599,-20.01656,False
324,Bob,-21.12680,-15.42283,0.36150,16.99645,7.37873,Bayesian Inference,2.30962,-2.04085,-78.74125,8.02426,-20.04968,False
325,Bob,-15.85062,-15.43545,0.23328,26.86317,1.95638,Bayesian Inference,-8.39260,3.96762,-79.08295,7.73865,-20.06608,False
326,Bob,15.63583,-15.49735,-0.56248,-0.94257,-5.21898,Bayesian Inference,-8.35354,26.81388,-74.83311,6.59796,-20.14655,True
327,Jorg,-32.09380,-15.43159,0.70777,15.55986,-0.86648,Bayesian Inference,-0.33410,7.41410,-75.97629,9.82287,-20.06106,False
328,Jorg,1.51693,-15.42199,-0.31418,3.08464,-6.03807,GMMs and Accordions,15.38540,-31.15250,-77.59830,8.53773,-20.04858,True
329,Atsuto,-31.92683,-15.38036,0.58603,7.03645,-2.90089,Bayesian Inference,-0.82862,-3.17873,-79.39198,6.48038,-19.99447,False
330,Atsuto,-38.01919,-15.41269,0.84100,7.27176,7.35989,Bayesian Inference,3.13235,6.21406,-75.93105,6.77422,-20.03649,False
331,Jorg,-16.67057,-15.38708,0.14740,10.05843,-0.75289,Bayesian Inference,-20.95644,-1.82431,-74.76279,11.07454,-20.00320,False
332,Jorg,-10.72876,-15.45925,0.13513,4.30280,7.28285,Bayesian Inference,2.53069,4.21280,-77.99034,7.22045,-20.09702,False
333,Bob,-14.74286,-15.39070,0.09830,11.84846,2.41547,Bayesian Inference,-5.78393,19.34919,-80.68218,9.13313,-20.00791,False
334,Shoogee,-6.38910,-15.46758,0.02501,18.11024,-0.57519,Bayesian Inference,-11.59156,-15.88903,-73.61984,5.41846,-20.10786,False
335,Bob,-19.67532,-15.38984,0.24311,-5.58027,-10.47827,GMMs and Accordions,20.21561,-42.28665,-76.64237,9.50826,-20.00680,False
336,Bob,14.31095,-15.48691,-0.54685,4.27131,2.28859,GMMs and Accordions,-12.62268,19.24656,-77.35705,9.29481,-20.13298,True
337,Jorg,-10.09613,-15.42927,0.04796,21.60038,7.16605,Bayesian Inference,6.65961,47.73105,-75.44303,5.68949,-20.05805,False
338,Atsuto,-6.36829,-15.48410,0.06204,21.52080,7.05777,Bayesian Inference,10.60999,14.11306,-76.28715,10.75577,-20.12933,False
339,Jorg,-34.39282,-15.35072,0.59183,12.48312,-2.85747,Bayesian Inference,-15.37737,-33.49548,-71.54451,5.19106,-19.95594,False
340,Shoogee,-4.18025,-15.52799,0.09701,22.03021,-0.75971,Bayesian Inference,-22.39980,6.26529,-74.80451,5.55709,-20.18639,False
341,Bob,-35.95653,-15.36436,0.66944,21.08510,-7.71478,Bayesian Inference,-12.82019,27.56834,-80.72446,8.15255,-19.97366,False
342,Jorg,-18.26886,-15.36406,0.14248,11.29760,-0.20469,Bayesian Inference,-29.98768,-64.54536,-77.65608,8.89959,-19.97328,False
343,Atsuto,-43.41354,-15.34689,0.85149,10.37562,2.09026,Bayesian Inference,-0.78165,19.86106,-72.39413,8.72057,-19.95095,False
344,Atsuto,-38.43651,-15.33744,0.68187,-0.38490,-1.95874,GMMs and Accordions,6.54672,-24.62074,-75.35319,6.82252,-19.93868,False
345,Atsuto,-25.18786,-15.38065,0.38618,12.74095,-3.58952,Bayesian Inference,-2.85906,-11.41341,-79.08543,6.76815,-19.99485,False
346,Atsuto,-28.31143,-15.43564,0.60448,21.25518,4.69634,Bayesian Inference,-8.44203,5.40330,-72.69842,9.85282,-20.06634,False
347,Atsuto,-5.03192,-15.42452,-0.11354,20.16523,-2.68259,Bayesian Inference,-1.05367,6.36902,-74.95084,8.51794,-20.05188,False
348,Jorg,-13.78622,-15.45058,0.20634,5.93145,-1.80826,Bayesian Inference,10.32142,-26.64483,-78.21082,8.17369,-20.08575,False
349,Shoogee,1.96392,-15.58338,0.04047,2.24896,-1.58488,GMMs and Accordions,-22.67281,-4.73801,-76.87634,5.94351,-20.25840,True
350,Jorg,2.04069,-15.45400,-0.25678,-16.61005,1.17439,Bayesian Inference,-17.87819,12.87465,-76.64634,10.38242,-20.09020,True
351,Bob,-18.16760,-15.35318,0.11466,23.86495,0.83230,Bayesian Inference,1.76059,-10.75032,-76.38889,7.49920,-19.95913,False
352,Atsuto,-11.83595,-15.47264,0.19861,-8.02913,-4.94693,GMMs and Accordions,-0.03411,-6.65988,-78.56092,7.59371,-20.11443,False
353,Jorg,-28.23032,-15.42404,0.57561,19.22018,2.37904,Bayesian Inference,-13.76647,28.22557,-76.89230,8.05727,-20.05125,False
354,Bob,10.49073,-15.42203,-0.58110,5.46946,4.63822,GMMs and Accordions,-1.16998,21.09060,-78.97315,10.09977,-20.04863,True
355,Jorg,-2.28934,-15.45905,-0.11643,13.87427,0.93835,Bayesian Inference,31.66463,31.57082,-78.71709,9.33392,-20.09676,False
356,Bob,2.20402,-15.39251,-0.40182,15.04807,1.84666,GMMs and Accordions,-0.31045,9.34112,-78.96722,9.07790,-20.01027,True
357,Atsuto,-29.72175,-15.43622,0.64776,6.69834,5.44855,Bayesian Inference,5.09862,3.09091,-78.32475,9.09661,-20.06709,False
358,Shoogee,-5.79988,-15.46798,0.00838,-3.42819,-1.60603,GMMs and Accordions,2.85734,-11.97764,-74.32770,5.45703,-20.10837,False
359,Atsuto,1.60430,-15.46640,-0.21553,12.20433,4.77766,GMMs and Accordions,-0.11389,-10.50363,-77.73410,8.48593,-20.10632,True
360,Jorg,-36.30693,-15.37011,0.69299,-4.48768,-4.36279,GMMs and Accordions,11.76485,-26.52228,-76.80493,8.94809,-19.98115,False
361,Bob,5.81852,-15.39457,-0.50468,15.56653,1.29391,GMMs and Accordions,9.72340,-25.83372,-78.49844,5.82936,-20.01294,True
362,Atsuto,-34.75264,-15.38862,0.68892,21.96838,-3.50199,Bayesian Inference,10.89961,24.28882,-77.25900,8.61059,-20.00520,False
363,Jorg,-19.28748,-15.35565,0.15362,15.39914,-5.49179,Bayesian Inference,3.02186,-17.71301,-75.00733,4.54027,-19.96235,False
364,Bob,-31.71131,-15.42614,0.68397,10.52668,4.38665,Bayesian Inference,12.59149,-5.27803,-78.07817,7.97658,-20.05398,False
365,Bob,-14.27528,-15.48471,0.29870,15.00490,-5.73700,Bayesian Inference,-6.71927,19.22144,-78.06295,6.56977,-20.13012,False
366,Atsuto,-3.89611,-15.42590,-0.14419,12.26287,7.42879,Bayesian Inference,3.21909,-13.51556,-74.53314,8.62446,-20.05367,False
367,Jorg,-20.02341,-15.42433,0.33208,12.14672,2.47869,Bayesian Inference,-13.93583,-15.81906,-76.50565,11.93806,-20.05163,False
368,Atsuto,-10.85561,-15.49504,0.22051,15.39589,13.16736,Bayesian Inference,5.51544,-6.00002,-79.47604,5.41102,-20.14355,False
369,Jorg,-3.12864,-15.44363,-0.12662,-5.96612,2.16541,GMMs and Accordions,-18.04158,7.05979,-75.49744,6.21359,-20.07671,False
370,Bob,22.60267,-15.47606,-0.81830,23.54860,1.00825,GMMs and Accordions,17.23453,-37.17297,-77.52001,9.18165,-20.11888,True
371,Atsuto,-31.14522,-15.34514,0.48247,5.03318,0.97638,Bayesian Inference,0.48449,-7.33803,-77.89781,6.08526,-19.94868,False
372,Shoogee,-6.12174,-15.51311,0.12085,14.22423,-1.62954,Bayesian Inference,-6.87277,0.06568,-74.90532,6.41549,-20.16705,False
